Systematic_ID,Gene_name,Gene_product,uniprot_id,FYPOviability,Transcript,Chr,Start,End,Strand,mRNA_gc_content,genomic_coding_region_length,gc_content_of_genomic_coding_region,num_exon_regions,total_cds_length,cds_fraction,cds_gc_content,average_cds_length,num_introns,total_intron_length,average_intron_length,intron_gc_content,primary_transcript,isoform_number,mRNA_abundance,RNA_abundance_in_spores,tAI,mRNA_synthesis_rate,mRNA_half_life,Mass (kDa),pI,Charge,protein_length,CAI,protein_abundance,protein_half_life,evolutionary_rate,dN_dS,Multifunctionality,Nc,co_expression_degree,Paralog,paralog_count
SPAC23C11.03,mpp10,U3 snoRNP-associated protein Mpp10,O13910,inviable,SPAC23C11.03.1,I,2135933.0,2138028.0,+,0.375,1797.0,0.396,1.0,1797.0,1.0,0.421,1797.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.5,110.39,0.397763843029331,0.313479623824451,13.58,67.71,4.22,-57.45,598,0.53,4191.6,6.087763,0.503080568720379,0.0743,7.0,46.84,356.0,none,0.0
SPAC23C11.04c,pnk1,DNA kinase/phosphatase Pnk1,O13911,viable,SPAC23C11.04c.1,I,2136034.0,2139467.0,-,0.371,1375.0,0.36,4.0,1227.0,0.89,0.418,306.75,3.0,148.0,49.33,0.429,primary_transcript,1.0,0.81,11.82,0.362644004445814,0.045045045045045,7.22,47.09,9.75,15.76,408,0.59,563.07,2.930745,0.659952606635071,0.0781,6.0,49.356,44.0,none,0.0
SPAC23C11.05,ipp1,inorganic pyrophosphatase Ipp1,P19117,inviable,SPAC23C11.05.1,I,2140502.0,2141698.0,+,0.423,870.0,0.461,1.0,870.0,1.0,0.461,870.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,80.0,121.51,0.536026391708118,0.260416666666667,93.84,32.47,4.98,-8.67,289,0.51,132176.79,13.9937,0.062085308056872,0.1008,6.0,37.28,195.0,ceo2,1.0
SPAC23C11.06c,SPAC23C11.06c,"vacuolar membrane hydrolase, implicted in protein catabolism or lipid metabolism",O13912,viable,SPAC23C11.06c.1,I,2141632.0,2143442.0,-,0.427,1608.0,0.438,1.0,1608.0,1.0,0.434,1608.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.93,2475.14,0.377415822210292,0.0458926112895824,5.63,60.12,7.0,0.0,535,0.65,,150.0,0.557109004739336,0.0795,4.0,53.149,151.0,none,0.0
SPAC23C11.07,SPAC23C11.07,Schizosaccharomyces pombe specific protein,O13913,viable,SPAC23C11.07.1,I,2144894.0,2145226.0,+,0.476,333.0,0.474,1.0,333.0,1.0,0.474,333.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.077,6.14,0.345270021488674,,,12.32,11.0,11.38,110,0.57,,,,,5.0,59.697,25.0,none,0.0
SPAC23C11.08,php3,CCAAT-binding factor complex subunit Php3,P36611,viable,SPAC23C11.08.1,I,2145681.0,2146388.0,+,0.383,708.0,0.383,4.0,351.0,0.5,0.457,87.75,3.0,357.0,119.0,0.389,primary_transcript,1.0,2.6,451.17,0.413470799982218,0.134770889487871,4.78,12.91,4.76,-3.09,116,0.53,,7.057831,0.0682464454976303,0.0433,10.0,49.325,344.0,none,0.0
SPAC23C11.09,ala1,mitochondrial and cytoplasmic alanine-tRNA ligase Ala1,O13914,inviable,SPAC23C11.09.1,I,2147186.0,2150190.0,+,0.407,2880.0,0.41,1.0,2880.0,1.0,0.513,2880.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,9.2,53.06,0.412981693131004,,,107.38,5.67,-17.75,959,0.54,16607.18,15.88753,0.147156398104265,0.0237,7.0,44.847,406.0,none,0.0
SPAC23C11.10,mpn1,"poly(U)-specific exoribonuclease, producing 3' uridine cyclic phosphate ends Mpn1",O13915,viable,SPAC23C11.10.1,I,2150624.0,2151601.0,+,0.321,978.0,0.321,5.0,798.0,0.82,0.418,159.6,4.0,180.0,45.0,0.367,primary_transcript,1.0,0.43,23.13,0.32655290244186,,,31.6,7.58,2.22,265,0.56,,,0.986018957345972,0.1519,3.0,45.618,68.0,none,0.0
SPAC23C11.11,cka1,serine/threonine protein kinase Cka1,P40231,inviable,SPAC23C11.11.1,I,2152037.0,2154223.0,+,0.355,1371.0,0.36,5.0,999.0,0.73,0.45,199.8,4.0,372.0,93.0,0.349,primary_transcript,1.0,11.0,86.68,0.37683988467373,,,39.53,8.03,2.82,332,0.61,25538.44,18.9968,0.0521327014218009,,11.0,51.061,135.0,none,0.0
SPAC23C11.12,hcn1,anaphase-promoting complex TPR lobe accessory factor subunit Hcn1/Apc12,O13916,inviable,SPAC23C11.12.1,I,2154627.0,2155037.0,+,0.356,243.0,0.383,1.0,243.0,1.0,0.421,243.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.1,79.03,0.365802440311505,0.0578703703703704,13.42,9.07,5.16,-1.76,80,0.45,,9.013034,0.805687203791469,,9.0,46.756,512.0,none,0.0
SPAC23C11.13c,hpt1,guanine/xanthine/hypoxanthine phosphoribosyltransferase Hpt1,O13917,viable,SPAC23C11.13c.1,I,2155374.0,2156517.0,-,0.373,895.0,0.391,2.0,621.0,0.69,0.48,310.5,1.0,274.0,274.0,0.368,primary_transcript,1.0,5.4,82.77,0.442265977059383,0.383141762452107,23.35,23.57,5.69,-3.89,206,0.52,21117.38,11.67223,,0.0326,6.0,43.862,388.0,none,0.0
SPAC23C11.14,zhf1,"ER zinc importer, CDF family, Zhf1",O13918,viable,SPAC23C11.14.1,I,2158307.0,2160086.0,+,0.362,1164.0,0.399,1.0,1164.0,1.0,0.421,1164.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,7.9,29.34,0.392998813954437,0.150602409638554,19.44,42.94,5.54,-15.13,387,0.56,12504.62,150.0,0.243601895734597,0.0564,11.0,45.681,173.0,none,0.0
SPAC23C11.15,pst2,Clr6 histone deacetylase complex subunit Pst2,O13919,condition-dependent,SPAC23C11.15.1,I,2160486.0,2164078.0,+,0.363,3352.0,0.369,3.0,3228.0,0.96,0.416,1076.0,2.0,124.0,62.0,0.355,primary_transcript,1.0,2.4,42.0,0.339182167325639,0.0353982300884956,12.84,124.85,8.02,8.86,1075,0.64,900.26,8.067872,0.828672985781991,0.1037,8.0,52.321,333.0,pst1|pst3,2.0
SPAC23C11.16,plo1,Polo kinase Plo1,P50528,condition-dependent,SPAC23C11.16.1,I,2164231.0,2166765.0,+,0.363,2052.0,0.379,1.0,2052.0,1.0,0.461,2052.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.7,3.38,0.361868658519032,0.289017341040462,3.85,77.3,9.39,16.41,683,0.6,1387.34,,0.258293838862559,0.0497,14.0,50.591,137.0,none,0.0
SPAC23C11.17,mdm38,mitochondrial membrane-associated ribosome receptor Mdm38,O13920,inviable,SPAC23C11.17.1,I,2167177.0,2168987.0,+,0.383,1478.0,0.398,2.0,1422.0,0.96,0.504,711.0,1.0,56.0,56.0,0.36,primary_transcript,1.0,6.2,51.54,0.391417844524056,0.377358490566038,9.18,54.24,10.16,20.61,473,0.58,6976.99,52.6951,0.293838862559242,0.0508,7.0,49.102,453.0,none,0.0
SPAC23C4.02,crn1,"actin binding WD repeat protein, coronin Crn1",O13923,viable,SPAC23C4.02.1,I,1032105.0,1034167.0,+,0.405,1986.0,0.408,5.0,1806.0,0.91,0.425,361.2,4.0,180.0,45.0,0.383,primary_transcript,1.0,6.7,25.14,0.380445052865668,,,67.01,6.05,-6.45,601,0.61,36382.83,12.48695,0.427725118483412,0.0604,7.0,50.161,203.0,none,0.0
SPAC23C4.03,hrk1,haspin related kinase Hrk1,O13924,viable,SPAC23C4.03.1,I,1034296.0,1035992.0,+,0.359,1467.0,0.374,1.0,1467.0,1.0,0.342,1467.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.1,48.71,0.346651563588288,,,56.52,5.84,-7.45,488,0.6,,,0.896445497630332,0.1312,6.0,49.137,89.0,none,0.0
SPAC23C4.04c,SPAC23C4.04c,Schizosaccharomyces pombe specific protein,A6X970,viable,SPAC23C4.04c.1,I,1036033.0,1036508.0,+,0.356,476.0,0.355,2.0,423.0,0.89,0.395,211.5,1.0,53.0,53.0,0.361,primary_transcript,1.0,0.86,25.33,0.321838707066032,0.0258464719565779,53.26,16.65,8.04,2.73,140,0.59,,11.72239,,,3.0,58.2,0.0,none,0.0
SPAC23C4.05c,les1,nuclear bridge Ish domain protein Les1,O94559,viable,SPAC23C4.05c.1,I,1036639.0,1038209.0,-,0.401,1350.0,0.419,2.0,1296.0,0.96,0.467,648.0,1.0,54.0,54.0,0.507,primary_transcript,1.0,4.0,289.64,0.366722344412987,0.204498977505112,14.61,49.53,6.9,-0.68,431,0.63,5504.69,9.616854,0.84478672985782,0.3063,3.0,51.018,206.0,ish1,1.0
SPAC23C4.06c,efm6,translation elongation factor EF-1 alpha (eEF1A) lysine 390 methyltransferase Efm6,O13926,viable,SPAC23C4.06c.1,I,1038515.0,1039802.0,-,0.357,984.0,0.366,1.0,984.0,1.0,0.368,984.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.7,7.9,0.356296115355346,0.189035916824197,20.03,37.78,6.52,-2.65,327,0.58,2076.81,,,0.1234,4.0,49.941,533.0,none,0.0
SPAC23C4.07,tht2,karyogamy protein Tht2,O13927,viable,SPAC23C4.07.1,I,1040216.0,1041195.0,+,0.341,606.0,0.355,1.0,606.0,1.0,0.421,606.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,0.18,6.12,0.320648465706748,0.0843881856540084,2.7,23.51,8.74,3.61,201,0.56,,,,0.1213,3.0,51.929,250.0,none,0.0
SPAC23C4.08,rho3,Rho family GTPase Rho3,O13928,condition-dependent,SPAC23C4.08.1,I,1041449.0,1043083.0,+,0.372,1016.0,0.384,3.0,618.0,0.61,0.395,206.0,2.0,398.0,199.0,0.434,primary_transcript,1.0,2.5,143.56,0.356606324456928,0.497512437810945,10.7,22.5,4.94,-6.22,205,0.58,10326.09,20.30361,0.0606635071090047,0.0224,12.0,53.664,261.0,none,0.0
SPAC23C4.09c,SPAC23C4.09c,chaperonin-containing T-complex associated protein,O13929,viable,SPAC23C4.09c.1,I,1041980.0,1044169.0,-,0.352,855.0,0.34,5.0,396.0,0.46,0.454,79.2,4.0,459.0,114.75,0.336,primary_transcript,1.0,3.3,38.32,0.381700857919503,0.223214285714286,33.99,15.04,4.9,-5.27,131,0.48,16659.55,9.928945,0.24739336492891,0.0425,4.0,49.693,785.0,none,0.0
SPAC23C4.10,sec2,RabGEF Sec2,O13930,inviable,SPAC23C4.10.1,I,1044910.0,1046788.0,+,0.374,1584.0,0.397,1.0,1584.0,1.0,0.421,1584.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.0,32.54,0.343331656938129,0.143472022955524,3.78,59.05,7.76,4.78,527,0.58,,8.658358,0.790995260663507,0.1093,5.0,48.098,18.0,none,0.0
SPAC23C4.11,atp18,"F1-FO ATP synthase F(o) subunit J, Atp18",O13931,viable,SPAC23C4.11.1,I,1047263.0,1047741.0,+,0.345,276.0,0.344,3.0,183.0,0.66,0.455,61.0,2.0,93.0,46.5,0.336,primary_transcript,1.0,6.8,32.62,0.379837278224237,0.219298245614035,28.83,6.8,10.15,4.21,60,0.42,4127.59,26.84842,0.638388625592417,0.149,6.0,42.002,210.0,none,0.0
SPAC23C4.12,hhp2,serine/threonine protein kinase (CK1 family) Hhp2,P40236,viable,SPAC23C4.12.1,I,1048998.0,1051136.0,+,0.356,1455.0,0.375,3.0,1203.0,0.83,0.452,401.0,2.0,252.0,126.0,0.342,primary_transcript,1.0,1.9,101.88,0.392051082353902,0.0728332119446468,5.78,45.83,9.77,18.72,400,0.55,1290.56,,0.201421800947867,0.0381,10.0,46.087,266.0,hhp1,1.0
SPAC23C4.13,bet1,SNARE Bet1,O13932,inviable,SPAC23C4.13.1,I,1051669.0,1052724.0,+,0.328,446.0,0.374,3.0,354.0,0.79,0.462,118.0,2.0,92.0,46.0,0.369,primary_transcript,1.0,2.6,233.13,0.392054291787876,0.244498777506112,4.78,13.25,9.78,3.19,117,0.52,,7.210662,0.363981042654028,0.1,7.0,50.946,27.0,none,0.0
SPAC23C4.14,alg1,"chitobiosyldiphosphodolichol beta-1,4-mannosyltransferas Alg1",O13933,inviable,SPAC23C4.14.1,I,1052850.0,1054468.0,+,0.36,1485.0,0.363,4.0,1275.0,0.86,0.395,318.75,3.0,210.0,70.0,0.332,primary_transcript,1.0,2.6,39.88,0.365767886120092,,,48.73,9.61,19.07,424,0.59,5091.91,11.92396,0.637203791469194,0.102,6.0,50.408,118.0,none,0.0
SPAC23C4.15,rpb5,"DNA-directed RNA polymerase I, II and III subunit Rpb5",Q09191,inviable,SPAC23C4.15.1,I,1054619.0,1055906.0,+,0.329,908.0,0.351,3.0,633.0,0.7,0.447,211.0,2.0,275.0,137.5,0.322,primary_transcript,1.0,5.6,124.76,0.398613789727295,,,23.92,9.67,8.09,210,0.53,10430.5,16.24522,0.028436018957346,0.019,11.0,45.649,160.0,none,0.0
SPAC23C4.16c,atg15,autophagy associated lysophospholipase Atg15,O13934,viable,SPAC23C4.16c.1,I,1055849.0,1057559.0,-,0.38,1275.0,0.401,1.0,1275.0,1.0,0.434,1275.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.9,84.83,0.342582727628968,0.142045454545455,12.39,47.94,4.89,-16.35,424,0.62,609.16,7.883081,0.33175355450237,0.0521,10.0,50.566,473.0,none,0.0
SPAC23C4.17,trm402,tRNA (cytosine-5-)-methyltransferase,O13935,viable,SPAC23C4.17.1,I,1058352.0,1061166.0,+,0.372,2351.0,0.374,6.0,2058.0,0.88,0.417,343.0,5.0,293.0,58.6,0.389,primary_transcript,1.0,3.0,14.11,0.373390867288167,0.130890052356021,23.2,77.82,8.72,11.57,685,0.59,4846.34,18.99041,0.319194312796209,0.0571,4.0,48.74,603.0,trm401,1.0
SPAC23C4.18c,rad4,BRCT domain protein Rad4,P32372,inviable,SPAC23C4.18c.1,I,1058646.0,1062912.0,-,0.378,2070.0,0.38,3.0,1947.0,0.94,0.447,649.0,2.0,123.0,61.5,0.382,primary_transcript,1.0,1.0,11.05,0.355801135157599,0.273972602739726,3.28,74.17,8.21,6.87,648,0.6,,,0.758767772511848,0.0984,12.0,51.429,480.0,none,0.0
SPAC23C4.19,spt5,DSIF transcription elongation factor complex subunit Spt5,O13936,inviable,SPAC23C4.19.1,I,1063744.0,1066954.0,+,0.42,2973.0,0.432,1.0,2973.0,1.0,0.395,2973.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,7.3,169.18,0.393486679001501,0.179533213644524,25.95,109.01,4.7,-36.06,990,0.59,3664.05,10.4306,0.193127962085308,0.0353,7.0,47.74,219.0,none,0.0
SPAC23D3.01,pdp3,"PWWP domain protein, involved in chromatin remodeling",Q09842,viable,SPAC23D3.01.1,I,4337081.0,4338471.0,+,0.37,1224.0,0.377,1.0,1224.0,1.0,0.408,1224.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.3,29.98,0.35171416390618,,,46.86,10.6,31.2,407,0.59,,,0.968483412322275,0.1576,5.0,51.999,499.0,pdp2|pdp1,2.0
SPAC23D3.02,rfc2,DNA replication factor C complex subunit Rfc2,Q09843,inviable,SPAC23D3.02.1,I,4338671.0,4339944.0,+,0.372,1075.0,0.386,2.0,1023.0,0.95,0.434,511.5,1.0,52.0,52.0,0.338,primary_transcript,1.0,1.8,4.54,0.370980455387321,,,37.88,8.34,3.54,340,0.6,5455.08,14.12216,0.157109004739337,0.0427,12.0,51.55,275.0,none,0.0
SPAC23D3.03c,SPAC23D3.03c,RabGAP,Q09844,viable,SPAC23D3.03c.1,I,4340057.0,4342057.0,-,0.362,1419.0,0.378,1.0,1419.0,1.0,0.382,1419.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.4,62.46,0.343570889320666,0.263157894736842,9.98,54.32,7.57,1.57,472,0.62,952.34,8.211144,0.67345971563981,,5.0,50.078,85.0,none,0.0
SPAC23D3.04c,gpd2,glycerol-3-phosphate dehydrogenase Gpd2,Q09845,viable,SPAC23D3.04c.1,I,4342230.0,4343927.0,-,0.383,1122.0,0.431,1.0,1122.0,1.0,0.434,1122.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,10.0,37.12,0.44577699860749,0.3584229390681,25.7,40.87,7.83,3.55,373,0.56,41225.75,14.30358,0.172037914691943,0.5065,9.0,44.941,276.0,gpd1,1.0
SPAC23D3.06c,nup146,"nucleoporin, WD repeat Nup146",Q09847,inviable,SPAC23D3.06c.1,I,4346357.0,4350849.0,-,0.383,4019.0,0.393,2.0,3978.0,0.99,0.447,1989.0,1.0,41.0,41.0,0.4,primary_transcript,1.0,5.1,54.22,0.372903826815147,0.16750418760469,25.32,145.78,4.74,-35.91,1325,0.58,3122.12,12.33571,0.938625592417062,0.1235,8.0,49.279,244.0,none,0.0
SPAC23D3.07,pup1,20S proteasome complex subunit beta 2 Pup1,Q09841,inviable,SPAC23D3.07.1,I,4350968.0,4352369.0,+,0.36,917.0,0.381,3.0,804.0,0.88,0.407,268.0,2.0,113.0,56.5,0.399,primary_transcript,1.0,6.8,135.98,0.378159689038208,0.0999000999000999,26.58,29.34,6.63,-1.47,267,0.54,13567.55,13.47988,0.0739336492890995,0.0203,9.0,44.407,353.0,none,0.0
SPAC23D3.08,usp108,U1 snRNP-associated protein Usp108,Q09848,inviable,SPAC23D3.08.1,I,4352500.0,4355260.0,+,0.377,1064.0,0.376,2.0,1014.0,0.95,0.441,507.0,1.0,50.0,50.0,0.333,primary_transcript,1.0,3.3,10.3,0.376034010294006,0.109289617486339,16.26,36.49,5.66,-3.86,337,0.56,7866.83,14.86177,0.808293838862559,0.1123,3.0,46.974,221.0,none,0.0
SPAC23D3.09,arp42,SWI/SNF and RSC complex subunit Arp42,Q09849,viable,SPAC23D3.09.1,I,4352333.0,4355260.0,-,0.373,1351.0,0.406,2.0,1275.0,0.94,0.465,637.5,1.0,76.0,76.0,0.421,primary_transcript,1.0,2.1,15.84,0.370602278178365,0.209205020920502,15.25,47.1,5.07,-9.42,424,0.57,5973.45,10.93771,0.350236966824645,0.0754,10.0,48.81,185.0,alp5,1.0
SPAC23D3.10c,eng2,"cell wall and ascospore endo-1,3-beta-glucanase Eng2",Q09850,viable,SPAC23D3.10c.1,I,4355410.0,4358192.0,-,0.375,2121.0,0.394,1.0,2121.0,1.0,0.5,2121.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.4,9.86,0.345349195499791,0.149700598802395,10.98,77.95,7.02,0.15,706,0.6,839.53,150.0,0.418720379146919,0.0675,5.0,48.423,230.0,eng1,1.0
SPAC23D3.11,ayr1,1-acyldihydroxyacetone phosphate reductase Ayr1,Q09851,viable,SPAC23D3.11.1,I,4358812.0,4360891.0,+,0.382,891.0,0.447,1.0,891.0,1.0,0.447,891.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.0,62.08,0.355900876721082,0.025693730729702,33.64,32.73,8.18,1.89,296,0.69,3648.73,75.83755,0.674170616113744,0.102,8.0,61.0,56.0,none,0.0
SPAC23D3.12,pho842,plasma membrane inorganic phosphate transmembrane transporter Pho842,Q09852,viable,SPAC23D3.12.1,I,4362468.0,4365125.0,+,0.377,1680.0,0.445,1.0,1680.0,1.0,0.368,1680.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,22.0,256.67,0.440257550090115,0.340136054421769,2.6,62.32,8.61,6.49,559,0.57,4271.41,1.936526,,0.4626,5.0,43.688,178.0,pho841|pho84|pho843,3.0
SPAC23D3.13c,SPAC23D3.13c,GEF,Q09853,viable,SPAC23D3.13c.1,I,4367585.0,4372712.0,-,0.357,5006.0,0.359,4.0,4851.0,0.97,0.388,1212.75,3.0,155.0,51.67,0.372,primary_transcript,1.0,1.6,18.92,0.34392723071782,0.175438596491228,5.3,181.45,5.72,-22.91,1616,0.62,1289.52,40.14931,0.714218009478673,0.0684,8.0,50.909,234.0,none,0.0
SPAC23D3.14c,aah2,alpha-amylase homolog Aah2,Q09840,viable,SPAC23D3.14c.1,I,4373039.0,4374987.0,-,0.371,1949.0,0.371,4.0,1746.0,0.9,0.434,436.5,3.0,203.0,67.67,0.357,primary_transcript,1.0,0.6,23.79,0.356040578242796,,,67.0,4.87,-21.13,581,0.62,,,0.464218009478673,0.0861,9.0,51.551,84.0,none,0.0
SPAC23D3.16,lam4,"Ragulator complex subunit, human LAMTOR4 ortholog",C6Y4A8,viable,SPAC23D3.16.1,I,4365647.0,4366456.0,+,0.318,464.0,0.332,3.0,246.0,0.53,0.468,82.0,2.0,218.0,109.0,0.342,primary_transcript,1.0,3.0,20.96,0.336398109061587,0.0392927308447937,17.49,8.98,4.99,-2.62,81,0.48,5991.51,10.46973,,,3.0,27.0,0.0,,
SPAC23D3.17,SPAC23D3.17,protease inhibitor 178 family,C6Y4A9,viable,SPAC23D3.17.1,I,4366000.0,4367008.0,-,0.343,360.0,0.372,3.0,237.0,0.66,0.434,79.0,2.0,123.0,61.5,0.38,primary_transcript,1.0,3.8,139.1,0.330020360755902,0.0219298245614035,47.73,8.98,9.18,2.67,78,0.5,3679.1,12.60547,,0.1745,3.0,40.559,0.0,,
SPAC23E2.01,fep1,"DNA-binding transcription factor, zf-GATA type, iron-sensing Fep1",Q10134,viable,SPAC23E2.01.1,I,442221.0,445721.0,+,0.367,1695.0,0.432,1.0,1695.0,1.0,0.487,1695.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.1,17.41,0.372193307833769,0.29673590504451,3.42,60.61,8.73,13.66,564,0.58,2813.76,7.470325,0.785308056872038,0.1191,12.0,48.52,227.0,none,0.0
SPAC23E2.02,lsd2,histone demethylase SWIRM2,Q10135,inviable,SPAC23E2.02.1,I,446770.0,450726.0,+,0.375,3761.0,0.38,2.0,3708.0,0.99,0.428,1854.0,1.0,53.0,53.0,0.292,primary_transcript,1.0,1.5,30.08,0.354199982351554,0.0449034575662326,7.12,138.03,5.98,-18.76,1235,0.57,991.54,10.00518,0.825118483412322,0.1825,17.0,46.912,129.0,lsd1,1.0
SPAC23E2.03c,sms1,pheromone-MAPK scaffold Sms1,Q10136,viable,SPAC23E2.03c.1,I,450860.0,453561.0,-,0.377,1710.0,0.426,1.0,1710.0,1.0,0.395,1710.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.7,2.21,0.392877238987954,,,61.1,7.04,0.26,569,0.53,,,0.860189573459716,0.164,7.0,45.277,76.0,none,0.0
SPAC23G3.01,rpb2,DNA-directed RNA polymerase II complex subunit Rpb2,Q02061,inviable,SPAC23G3.01.1,I,850636.0,854385.0,+,0.409,3671.0,0.411,2.0,3633.0,0.99,0.468,1816.5,1.0,38.0,38.0,0.351,primary_transcript,1.0,6.8,265.41,0.376256209162085,0.578034682080925,14.76,137.85,6.81,-3.09,1210,0.58,8429.18,9.86942,0.00900473933649289,0.0085,14.0,47.859,242.0,none,0.0
SPAC23G3.02c,sib1,ferrichrome synthetase Sib1,Q9P7T1,viable,SPAC23G3.02c.1,I,854453.0,869684.0,-,0.356,15005.0,0.357,2.0,14775.0,0.98,0.362,7387.5,1.0,230.0,230.0,0.395,primary_transcript,1.0,1.6,3.06,0.352083517958035,0.0765110941086457,15.09,559.84,6.23,-46.67,4924,0.6,622.78,,0.916587677725119,0.1009,11.0,49.691,319.0,none,0.0
SPAC23G3.03,sib2,ornithine N5 monooxygenase,Q9P7T0,viable,SPAC23G3.03.1,I,870793.0,872773.0,+,0.395,1296.0,0.438,1.0,1296.0,1.0,0.434,1296.0,1.0,72.0,72.0,0.355,primary_transcript,1.0,2.9,42.53,0.376917650487055,0.0570450656018254,19.84,48.58,7.07,0.59,431,0.68,6869.69,8.460272,0.539810426540284,0.1088,12.0,57.82,312.0,none,0.0
SPAC23G3.04,ies4,Ino80 complex subunit Ies4,Q9P7S9,viable,SPAC23G3.04.1,I,872919.0,874248.0,+,0.355,585.0,0.431,1.0,585.0,1.0,0.382,585.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.1,6.6,0.359695226750166,0.277008310249307,2.69,21.14,10.55,9.44,194,0.54,8376.73,9.859373,0.647867298578199,0.2553,5.0,48.376,186.0,none,0.0
SPAC23G3.05c,SPAC23G3.05c,"conserved endomembrane protein, RGS domain, implicated in signal transduction, cell polarity, possibly via membrane tethering",Q9P7S8,viable,SPAC23G3.05c.1,I,874160.0,875689.0,-,0.344,1032.0,0.368,1.0,1032.0,1.0,0.421,1032.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,1.1,5.06,0.338260826605388,0.207900207900208,4.67,39.69,8.64,6.24,343,0.62,3846.62,5.856346,0.903554502369668,0.1489,4.0,49.46,342.0,none,0.0
SPAC23G3.06,nop58,"small subunit processome, U3 snoRNP-associated protein Nop58",Q9P7S7,inviable,SPAC23G3.06.1,I,876888.0,878930.0,+,0.374,1636.0,0.393,3.0,1527.0,0.93,0.439,509.0,2.0,109.0,54.5,0.353,primary_transcript,1.0,21.0,196.46,0.444447159471723,0.444444444444444,27.88,55.76,9.68,10.92,508,0.53,19672.71,13.3184,0.10521327014218,0.0317,6.0,40.652,243.0,none,0.0
SPAC23G3.07c,snf30,SWI/SNF complex subunit Snf30,Q9P7S6,viable,SPAC23G3.07c.1,I,879147.0,880468.0,-,0.363,976.0,0.402,2.0,825.0,0.85,0.454,412.5,1.0,151.0,151.0,0.316,primary_transcript,1.0,1.9,32.28,0.338360920076316,0.0591016548463357,3.15,30.42,8.98,3.64,274,0.59,354.41,,0.951658767772512,0.2011,8.0,50.92,195.0,none,0.0
SPAC23G3.08c,ubp7,ubiquitin C-terminal hydrolase Ubp7,Q9P7S5,viable,SPAC23G3.08c.1,I,880660.0,884218.0,-,0.359,2628.0,0.383,1.0,2628.0,1.0,0.447,2628.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.9,16.44,0.35377063061381,0.166389351081531,5.87,98.38,7.3,4.07,875,0.59,1451.35,,0.842890995260663,0.1153,5.0,50.168,316.0,none,0.0
SPAC23G3.09,taf4,transcription factor TFIID complex subunit Taf4,Q9P7S4,inviable,SPAC23G3.09.1,I,884383.0,885989.0,+,0.373,1098.0,0.405,1.0,1098.0,1.0,0.395,1098.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,2.8,111.15,0.368094037321469,0.242718446601942,11.78,40.55,9.11,4.66,365,0.56,2304.11,10.06934,0.18436018957346,0.0382,7.0,47.299,162.0,none,0.0
SPAC23G3.10c,ssr3,SWI/SNF and RSC complex subunit Ssr3,Q9P7S3,condition-dependent,SPAC23G3.10c.1,I,884513.0,887252.0,-,0.376,1278.0,0.37,1.0,1278.0,1.0,0.395,1278.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,3.6,23.86,0.382146256579123,0.267379679144385,13.32,49.76,5.28,-9.83,425,0.6,5445.15,11.14243,0.508530805687204,0.0868,8.0,49.193,572.0,none,0.0
SPAC23G3.11,rpn6,19S proteasome regulatory subunit Rpn6,Q9P7S2,inviable,SPAC23G3.11.1,I,887648.0,889096.0,+,0.358,1373.0,0.366,3.0,1266.0,0.92,0.421,422.0,2.0,107.0,53.5,0.364,primary_transcript,1.0,3.0,107.72,0.405989482650128,0.355871886120996,17.93,47.34,5.93,-5.15,421,0.55,19579.06,11.9015,0.159478672985782,0.0514,7.0,46.993,236.0,none,0.0
SPAC23G3.12c,htr12,"serine protease, involved in lipid metabolism",Q9P7S1,viable,SPAC23G3.12c.1,I,889058.0,892128.0,-,0.394,2991.0,0.398,1.0,2991.0,1.0,0.408,2991.0,0.0,0.0,0.0,0.0,primary_transcript,1.0,5.8,67.91,0.371219568622045,0.37037037037037,27.52,110.41,5.85,-14.21,996,0.56,10244.99,11.95022,0.20781990521327,0.0267,4.0,45.076,596.0,htr11,1.0
