complex_term_id	GO_term_name	systematic_id	symbol	gene_product_description	UniProt_ID	evidence_code	source	assigned_by
GO:0005762	mitochondrial large ribosomal subunit	SPCC4G3.06c	mrpl4	mitochondrial ribosomal protein subunit L29	P87232	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC645.09	mrpl37	mitochondrial ribosomal protein subunit L54	Q9Y7U8	IBA	GO_REF:0000033	GO_Central
GO:0005762	mitochondrial large ribosomal subunit	SPCC777.17c	SPCC777.17c	mitochondrial ribosomal protein subunit L9	Q9P801	ISM	GO_REF:0000050	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC16E8.10c	rsm7	mitochondrial ribosomal protein subunit S7	O13744	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC1751.02c	rsm19	mitochondrial ribosomal protein subunit S19	Q9US30	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC1782.04	cox24	mitochondrial ribosomal protein subunit S38, human AURKAIP1 ortholog, Cox24	Q9P7H5	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC1B3.18c	mrps18	mitochondrial ribosomal protein subunit S11	O13882	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC23A1.18c	mrp51	mitochondrial ribosomal protein subunit L51-bS1m	O42855	IDA	PMID:34634819	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC23H3.07c	mrp2	mitochondrial ribosomal protein subunit S14	O42859	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.10c	mrp4	mitochondrial ribosomal protein subunit S2	O13970	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC24C9.13c	mrp10	mitochondrial ribosomal protein subunit S37	O13973	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC29A4.03c	mrps9	mitochondrial ribosomal protein subunit S9	O14006	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC2F7.15	rsm24	mitochondrial ribosomal protein subunit S35	Q09705	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC343.08c	mrp17	mitochondrial ribosomal protein subunit S6	Q9UT82	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPAC4F8.06	mrps12	mitochondrial ribosomal protein subunit S12	O14182	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPAC4G9.17c	mrp5	mitochondrial ribosomal protein subunit S5	Q10234	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC11B10.04c	mrps28	mitochondrial ribosomal protein subunit S15	O13602	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC13G1.01c	nam9	mitochondrial ribosomal protein subunit S4	O60063	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC14C8.16c	bot1	mitochondrial ribosomal protein subunit S45	O60096	IDA	PMID:18245278	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.04	rsm25	mitochondrial ribosomal protein subunit S23	O42911	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC16A3.14	SPBC16A3.14	mitochondrial ribosomal protein subunit S43b	O42919	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC19F8.05	mrps26	mitochondrial ribosomal protein subunit S26	O60169	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC211.01	rsm10	mitochondrial ribosomal protein subunit S10	O60186	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC29A3.15c	rsm23	mitochondrial ribosomal protein subunit S29	O59677	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC2D10.09	snr1	mitochondrial ribosomal protein subunit S47/3-hydroxyisobutyryl-CoA hydrolase fusion protein Snr1	O74802	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC2G2.07c	mug178	mitochondrial ribosomal protein subunit L51-b	O43006	IDA	PMID:34634819	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC30D10.12c	rsm27	mitochondrial ribosomal protein subunit S33	O14358	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC354.06	mrps16	mitochondrial ribosomal protein subunit S16	O43020	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPBC3H7.04	SPBC3H7.04	mitochondrial ribosomal protein subunit S43a	O74379	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC409.14c	mrps17	mitochondrial ribosomal protein subunit S17	Q9UUB0	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC4B4.11	fyv4	mitochondrial ribosomal protein subunit S41	O74972	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPBC839.09c	mrp21	mitochondrial ribosomal protein subunit S21	Q8WZK1	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC1795.07	sws2	mitochondrial ribosomal protein subunit S13	O59772	ISO	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPCC18B5.04	rsm18	mitochondrial ribosomal protein subunit S18	Q9USL7	IBA	GO_REF:0000033	GO_Central
GO:0005763	mitochondrial small ribosomal subunit	SPCC736.10c	mrps8	mitochondrial ribosomal protein subunit S8	O74956	ISS	GO_REF:0000024	PomBase
GO:0005763	mitochondrial small ribosomal subunit	SPMIT.08	var1	mitochondrial ribosomal protein subunit S3	P21547	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPAC4G8.02c	sss1	Sec61 translocon gamma subunit Sss1	Q09827	ISO	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC19G7.17	ssh1	Ssh1 translocon subunit Ssh1	O42965	ISS	GO_REF:0000024	PomBase
GO:0005784	Sec61 translocon complex	SPBC2G2.03c	sbh1	Sec61 translocon beta subunit, GEF Sbh1	O43002	IBA	GO_REF:0000033	GO_Central
GO:0005784	Sec61 translocon complex	SPBC354.02c	sec61	Sec61 translocon alpha subunit Sec61	P79088	ISO	GO_REF:0000024	PomBase
GO:0005785	signal recognition particle receptor complex	SPAC23H4.07c	srp102	signal recognition particle receptor beta subunit Srp102	O13950	ISO	GO_REF:0000024	PomBase
GO:0005785	signal recognition particle receptor complex	SPBC3B9.03	srp101	signal recognition particle receptor alpha subunit Srp101	O43032	ISO	GO_REF:0000024	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC17H9.07	srp21	signal recognition particle subunit Srp21	O13804	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPAC19B12.09	srp14	signal recognition particle subunit Srp14	Q9P372	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC126.15c	sec65	signal recognition particle subunit Sec65	O94407	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC1682.05c	srp68	signal recognition particle subunit	O74436	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC188.06c	srp54	signal recognition particle subunit Srp54	P21565	IPI	PMID:8041618	PomBase
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPCC320.10	srp72	signal recognition particle subunit Srp72	O59787	IBA	GO_REF:0000033	GO_Central
GO:0005786	signal recognition particle, endoplasmic reticulum targeting	SPNCRNA.98	srp7	7SL signal recognition particle component		IDA	PMID:2837764	PomBase
GO:0005787	signal peptidase complex	SPAC1071.04c	spc2	signal peptidase subunit Spc2	Q9UTQ9	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPAC56F8.11	spc3	signal peptidase subunit Spc3	Q10259	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPBC1685.03	sec11	signal peptidase subunit Sec11	O74323	IBA	GO_REF:0000033	GO_Central
GO:0005787	signal peptidase complex	SPBC887.22	spc1	signal peptidase complex subunit Spc1	G2TRR4	IBA	GO_REF:0000033	GO_Central
GO:0005832	chaperonin-containing T-complex	SPAC1420.02c	cct5	chaperonin-containing T-complex epsilon subunit Cct5	Q9UTM4	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPAC1D4.04	cct2	chaperonin-containing T-complex beta subunit Cct2	Q10147	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC106.06	cct4	chaperonin-containing T-complex delta subunit Cct4	P50999	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC12D12.03	cct1	chaperonin-containing T-complex alpha subunit Cct1	O94501	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC1A4.08c	cct3	chaperonin-containing T-complex gamma subunit Cct3	O74341	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC25H2.12c	cct7	chaperonin-containing T-complex eta subunit Cct7	P87153	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC337.05c	cct8	chaperonin-containing T-complex theta subunit Cct8	P78921	IDA	PMID:19040720	PomBase
GO:0005832	chaperonin-containing T-complex	SPBC646.11	cct6	chaperonin-containing T-complex zeta subunit Cct6	O94515	IDA	PMID:19040720	PomBase
GO:0005834	heterotrimeric G-protein complex	SPAC23H3.13c	gpa2	heterotrimeric G protein alpha-2 subunit Gpa2	Q04665	IDA	PMID:11238401	PomBase
GO:0005834	heterotrimeric G-protein complex	SPBC215.04	git11	heterotrimeric G protein gamma subunit Git11	O94309	IDA	PMID:11238401	PomBase
GO:0005834	heterotrimeric G-protein complex	SPBC24C6.06	gpa1	G-protein alpha subunit	P27584	IBA	GO_REF:0000033	GO_Central
GO:0005834	heterotrimeric G-protein complex	SPBC32H8.07	git5	heterotrimeric G protein beta (WD repeat) subunit Git5	Q10282	IDA	PMID:11238401	PomBase
GO:0005835	fatty acid synthase complex	SPAC4A8.11c	fas2	fatty acid synthase alpha subunit Fas2	Q10289	IDA	PMID:9693066	PomBase
GO:0005835	fatty acid synthase complex	SPAC926.09c	fas1	fatty acid synthase beta subunit Fas1	Q9UUG0	IDA	PMID:9693066	PomBase
GO:0005838	proteasome regulatory particle	SPBC4.07c	rpt2	19S proteasome base subcomplex ATPase subunit Rpt2	P36612	IDA	PMID:9325304	PomBase
GO:0005838	proteasome regulatory particle	SPBP19A11.03c	mts4	19S proteasome regulatory subunit Rpn1/Mts4	P87048	IDA	PMID:9325304	PomBase
GO:0005846	nuclear cap binding complex	SPAC6G10.07	cbc1	nuclear cap-binding complex large subunit	O14253	IBA	GO_REF:0000033	GO_Central
GO:0005846	nuclear cap binding complex	SPBC13A2.01c	cbc2	nuclear cap-binding complex small subunit	Q9P383	IBA	GO_REF:0000033	GO_Central
GO:0005846	nuclear cap binding complex	SPCC16C4.16c	cbc3	nuclear cap-binding complex variant subunit Cbc3	O74460	ISO	GO_REF:0000024	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC1071.01c	pta1	mRNA cleavage and polyadenylation specificity factor complex, symplekin scaffold subunit Pta1	Q10222	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC12G12.14c	pfs2	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Pfs2	Q9UTN4	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC17G6.16c	ysh1	mRNA cleavage and polyadenylation specificity factor complex endoribonuclease subunit Ysh1	O13794	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC227.08c	yth1	mRNA cleavage and polyadenylation specificity factor complex zinc finger subunit Yth1	Q9UTD1	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC22G7.10	iss1	mRNA cleavage and polyadenylation specificity factor complex subunit Iss1	Q09801	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC3G9.04	ssu72	RNA polymerase II CTD phosphatase Ssu72	O42868	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC3H8.05c	mms1	Cul8-RING ubiquitin ligase complex WD repeat protein subunit Mms1	Q10141	IBA	GO_REF:0000033	GO_Central
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC644.16	rna15	mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15	Q9P6P7	IBA	GO_REF:0000033	GO_Central
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat subunit Swd22	Q9UT39	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPAC824.04	swd22	mRNA cleavage and polyadenylation specificity factor complex, WD repeat subunit Swd22	Q9UT39	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.08	cft1	mRNA cleavage and polyadenylation specificity factor complex, WD repeat protein Cft1	O74733	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC1709.15c	cft2	mRNA cleavage and polyadenylation specificity factor complex, metallo-beta-lactamase/beta-CASP protein Cft2	O74740	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC3B9.11c	ctf1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1	O43040	IBA	GO_REF:0000033	GO_Central
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC646.04	pla1	mRNA cleavage and polyadenylation specificity factor poly(A) polymerase Pla1	Q10295	IGI	PMID:8692700	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	P13681	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPBC776.02c	dis2	serine/threonine protein phosphatase PP1 catalytic subunit Dis2	P13681	IPI	PMID:24945319	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein (PNUTS)	O74535	IDA	PMID:14617822	PomBase
GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	SPCC74.02c	ppn1	mRNA cleavage and polyadenylation specificity factor complex associated protein (PNUTS)	O74535	IPI	PMID:24945319	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC22H10.05c	SPAC22H10.05c	mRNA cleavage and polyadenylation specificity factor complex polyribonucleotide 5'-hydroxyl-kinase subunit	Q10299	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC4G9.04c	pcf11	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Pcf11	Q10237	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC644.16	rna15	mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15	Q9P6P7	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPAC6F12.17	rna14	mRNA cleavage and polyadenylation specificity factor complex subunit Rna14	O14233	ISS	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPBC3B9.11c	ctf1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding subunit Ctf1	O43040	ISO	GO_REF:0000024	PomBase
GO:0005848	mRNA cleavage stimulating factor complex	SPBC660.15	msi2	mRNA cleavage factor complex RNA-binding subunit Msi2	O94432	ISO	GO_REF:0000024	PomBase
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC32A11.04c	tif212	translation initiation factor eIF2 beta subunit	P56329	IBA	GO_REF:0000033	GO_Central
GO:0005850	eukaryotic translation initiation factor 2 complex	SPAC3G9.09c	tif211	translation initiation factor eIF2 alpha subunit	P56286	IBA	GO_REF:0000033	GO_Central
GO:0005850	eukaryotic translation initiation factor 2 complex	SPBC17G9.09	tif213	translation initiation factor eIF2 gamma subunit	Q09130	IBA	GO_REF:0000033	GO_Central
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC21E11.06	tif224	translation initiation factor eIF2B delta subunit	Q09924	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC343.14c	tif222	translation initiation factor eIF2B beta subunit	Q9UT76	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC4D7.09	tif223	translation initiation factor eIF2B gamma subunit	P56288	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPAC8C9.15c	tif225	translation initiation factor eIF2B epsilon subunit	P56287	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005851	eukaryotic translation initiation factor 2B complex	SPCC11E10.07c	gcn3	translation initiation factor eIF2B alpha subunit Gcn3	Q9USP0	IDA	PMID:26901872,PMID:27023709,PMID:31048492	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC1751.03	tif313	translation initiation factor eIF3m	Q09722	IDA	PMID:15904532	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC25G10.08	tif302	translation initiation factor eIF3b (p84)	Q10425	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC3A12.13c	tif310	translation initiation factor eIF3j (p35)	P87128	IDA	PMID:19818717	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC4D7.05	sum1	translation initiation factor eIF3i	P79083	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC4D7.05	sum1	translation initiation factor eIF3i	P79083	IPI	PMID:12006658	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPAC821.05	tif308	translation initiation factor eIF3h (p40)	Q9UT48	IDA	PMID:19061185	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC17D11.05	tif301	translation initiation factor eIF3a	O74760	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC18H10.03	tif307	translation initiation factor eIF3g	P78795	IDA	PMID:11134033	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC4C3.07	tif306	translation initiation factor eIF3f	O43060	IDA	PMID:15904532	PomBase
GO:0005852	eukaryotic translation initiation factor 3 complex	SPBC646.09c	int6	translation initiation factor eIF3e	O94513	IDA	PMID:11134033	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPAC23A1.10	tef102	translation elongation factor EF-1 alpha Ef1a-b	P0CT54	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPBC839.15c	tef103	translation elongation factor EF-1 alpha Ef1a-c	P0CT55	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPCC1450.04	tef5	translation elongation factor EF-1 beta subunit, guanyl-nucleotide exchange factor (eEF1B)	O74173	ISO	GO_REF:0000024	PomBase
GO:0005853	eukaryotic translation elongation factor 1 complex	SPCC794.09c	tef101	translation elongation factor EF-1 alpha Ef1a-a	P0CT53	ISO	GO_REF:0000024	PomBase
GO:0005854	nascent polypeptide-associated complex	SPAC4F10.14c	btf3	nascent polypeptide-associated complex beta subunit	Q92371	IPI	PMID:17211518	PomBase
GO:0005854	nascent polypeptide-associated complex	SPBC25H2.05	egd2	nascent polypeptide-associated complex alpha subunit Egd2	P87147	IPI	PMID:17211518	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC1093.06c	dhc1	dynein heavy chain, minus-end directed microtubule motor Dhc1	O13290	IDA	PMID:20298435	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC1805.08	dlc1	dynein light chain Dlc1	Q9UTS6	IBA	GO_REF:0000033	GO_Central
GO:0005868	cytoplasmic dynein complex	SPAC458.04c	dli1	meiotic dynein intermediate light chain Dli1/Dil1	Q9P3W4	IDA	PMID:20298435	PomBase
GO:0005868	cytoplasmic dynein complex	SPAC926.07c	dlc2	dynein light chain Dlc2	Q9UR05	IBA	GO_REF:0000033	GO_Central
GO:0005868	cytoplasmic dynein complex	SPBC646.17c	dic1	meiotic dynein intermediate chain Dic1	O94518	IBA	GO_REF:0000033	GO_Central
GO:0005869	dynactin complex	SPAC14C4.08	mug5	dynactin complex subunit Mug5	O13715	IPI	PMID:25736293	PomBase
GO:0005869	dynactin complex	SPAC27D7.13c	ssm4	dynactin microtubule-binding subunit, p150-Glued Ssm4	O42667	TAS	PMID:15509865	PomBase
GO:0005869	dynactin complex	SPBC1347.12	arp1	dynactin complex subunit, centractin family actin-like protein Arp1	O94630	IPI	PMID:25736293	PomBase
GO:0005869	dynactin complex	SPBC56F2.03	arp10	dynactin complex actin-like protein Arp10	O60054	IBA	GO_REF:0000033	GO_Central
GO:0005869	dynactin complex	SPCC11E10.03	jnm1	dynactin complex subunit, dynamitin Jnm1	Q9USP4	IPI	PMID:25736293	PomBase
GO:0005871	kinesin complex	SPAC144.14	klp8	kinesin-like protein Klp8	Q9UTL2	IBA	GO_REF:0000033	GO_Central
GO:0005871	kinesin complex	SPAC1834.07	klp3	kinesin-like protein Klp3	Q9US60	IBA	GO_REF:0000033	GO_Central
GO:0005871	kinesin complex	SPAC3A11.14c	pkl1	kinesin-14 family minus-end directed microtubule motor Pkl1	Q92376	IBA	GO_REF:0000033	GO_Central
GO:0005871	kinesin complex	SPBC15D4.01c	klp9	kinesin-6 family microtubule motor protein Klp9	Q1MTQ7	IBA	GO_REF:0000033	GO_Central
GO:0005872	minus-end kinesin complex	SPAC664.10	klp2	kinesin-14 family minus-end directed microtubule motor Klp2	Q9US03	IDA	PMID:19430466	PomBase
GO:0005873	plus-end kinesin complex	SPBC1685.15c	klp6	kinesin-8 family plus-end directed microtubule motor Klp6	O59751	IPI	PMID:31427431	PomBase
GO:0005873	plus-end kinesin complex	SPBC2F12.13	klp5	kinesin-8 family plus-end directed microtubule motor Klp5	O14343	IPI	PMID:31427431	PomBase
GO:0005875	microtubule associated complex	SPAC25G10.07c	cut7	kinesin-5 family plus-end directed microtubule motor, bimC subfamily Cut7	P24339	IC	GO_REF:0000111	PomBase
GO:0005875	microtubule associated complex	SPAC3G9.12	peg1	CLASP family microtubule-associated protein	O42874	IDA	PMID:16951255	PomBase
GO:0005885	Arp2/3 protein complex	SPAC11H11.06	arp2	ARP2/3 actin-organizing complex actin-related protein subunit Arp2	Q9UUJ1	IDA	PMID:10588653,PMID:16087707,PMID:18640983	PomBase
GO:0005885	Arp2/3 protein complex	SPAC17G8.04c	arc5	ARP2/3 actin-organizing complex subunit Arc5	Q10316	IDA	PMID:16087707,PMID:18640983	PomBase
